TTI,UE_ID,Num_RBs,RBs,Num_CCE,Tx_Bits,Buffer_Size,Wideband CQI,Subband CQI,SINR
2363,1,12,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29]",1,11352,0,14,"[14, 15, 15, 15, 15, 15, 15, 13, 12, 15, 14, 10, 13, 12, 14, 15, 15]",22.6731
2363,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,45024,2,"[1, 1, 4, 4, 4, 1, 4, 5, 3, 1, 2, 1, 3, 4, 4, 1, 2]",-3.0589
2363,3,6,"[6, 7, 8, 15, 16, 17]",2,3856,0,10,"[11, 12, 14, 11, 10, 12, 11, 10, 10, 9, 6, 10, 9, 6, 6, 12, 10]",13.1692
2364,1,12,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32]",1,9840,0,14,"[14, 15, 15, 15, 15, 15, 15, 13, 11, 15, 14, 10, 13, 12, 13, 15, 15]",22.5831
2364,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,53592,1,"[1, 1, 2, 2, 2, 1, 4, 4, 2, 2, 1, 1, 2, 3, 3, 1, 1]",-5.1168
2364,3,6,"[0, 1, 2, 9, 10, 11]",2,3696,0,10,"[11, 12, 14, 11, 11, 12, 11, 10, 10, 10, 5, 10, 9, 6, 6, 11, 9]",13.3754
2365,1,9,"[6, 7, 8, 15, 16, 17, 24, 25, 26]",1,6544,0,14,"[14, 15, 15, 15, 15, 15, 15, 13, 11, 15, 14, 9, 13, 12, 13, 15, 15]",22.4399
2365,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,47544,2,"[2, 1, 1, 1, 1, 2, 4, 3, 1, 4, 3, 1, 1, 2, 2, 2, 1]",-4.6111
2365,3,15,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41]",2,13120,0,10,"[11, 12, 14, 11, 11, 12, 11, 10, 10, 10, 5, 11, 9, 5, 6, 11, 9]",13.4716
2366,1,3,"[0, 1, 2]",1,1288,0,14,"[14, 15, 15, 15, 15, 15, 15, 13, 11, 15, 14, 9, 13, 11, 13, 15, 15]",22.4201
2366,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,51312,2,"[3, 1, 1, 1, 1, 3, 3, 2, 3, 4, 4, 3, 1, 1, 3, 3, 4]",-3.5901
2366,3,0,0,0,0,0,10,"[11, 12, 14, 11, 11, 12, 12, 10, 11, 10, 5, 11, 9, 5, 6, 11, 9]",13.5499
2367,1,0,0,0,0,0,14,"[14, 15, 15, 15, 15, 15, 15, 13, 11, 15, 14, 9, 13, 11, 12, 15, 15]",22.3925
2367,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,55192,3,"[4, 1, 1, 2, 3, 4, 3, 2, 4, 5, 5, 4, 3, 2, 5, 5, 6]",-1.0057
2367,3,12,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20]",2,9632,0,10,"[11, 12, 14, 11, 11, 12, 12, 11, 11, 11, 5, 11, 9, 4, 6, 11, 8]",13.5206
2368,1,0,0,0,0,0,14,"[14, 15, 15, 15, 15, 15, 15, 14, 12, 15, 14, 9, 13, 11, 11, 15, 15]",22.4511
2368,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,50072,4,"[4, 1, 1, 4, 4, 5, 1, 3, 5, 5, 5, 5, 4, 3, 6, 5, 6]",0.4967
2368,3,9,"[3, 4, 5, 9, 10, 11, 15, 16, 17]",2,7112,0,10,"[11, 13, 14, 11, 11, 12, 12, 11, 11, 11, 5, 11, 9, 3, 7, 11, 8]",13.5296
2369,1,0,0,0,0,0,14,"[14, 15, 15, 15, 15, 15, 15, 14, 12, 15, 14, 9, 13, 11, 11, 15, 15]",22.3823
2369,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,42008,4,"[5, 1, 2, 5, 5, 5, 1, 4, 5, 5, 6, 5, 5, 4, 7, 6, 7]",1.1422
2369,3,24,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44]",2,22048,0,10,"[11, 13, 14, 11, 11, 13, 12, 11, 11, 11, 5, 11, 9, 2, 7, 11, 7]",13.5527
2370,1,9,"[3, 4, 5, 12, 13, 14, 21, 22, 23]",1,6800,0,14,"[15, 15, 15, 15, 15, 15, 15, 14, 12, 15, 14, 10, 13, 11, 10, 15, 15]",22.3673
2370,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,36968,4,"[5, 2, 2, 5, 5, 4, 1, 5, 5, 4, 5, 5, 5, 4, 7, 6, 7]",1.399
2370,3,12,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29]",2,10312,0,10,"[11, 13, 14, 11, 12, 13, 12, 11, 11, 11, 6, 11, 9, 3, 7, 11, 7]",13.6647
2371,1,12,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20]",1,10840,0,14,"[15, 15, 15, 15, 15, 15, 15, 15, 13, 15, 14, 10, 13, 11, 9, 15, 15]",22.4729
2371,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,37840,4,"[5, 2, 2, 5, 5, 4, 1, 5, 5, 3, 5, 5, 5, 4, 7, 6, 7]",1.1497
2371,3,0,0,0,0,0,10,"[11, 13, 14, 11, 12, 13, 12, 11, 11, 11, 6, 11, 9, 3, 7, 11, 6]",13.7248
2372,1,0,0,0,0,0,14,"[15, 15, 15, 15, 15, 15, 15, 15, 13, 15, 14, 11, 12, 11, 10, 15, 15]",22.7383
2372,2,50,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",8,16800,30312,4,"[5, 3, 2, 5, 5, 3, 1, 5, 4, 2, 4, 4, 4, 4, 7, 6, 7]",0.5539
2372,3,0,0,0,0,0,10,"[11, 12, 14, 11, 12, 13, 12, 11, 11, 11, 6, 11, 9, 3, 7, 10, 6]",13.5965
2373,1,9,"[6, 7, 8, 15, 16, 17, 24, 25, 26]",1,7280,0,14,"[15, 15, 15, 15, 15, 15, 15, 15, 13, 15, 14, 11, 12, 11, 10, 15, 15]",22.8973
2373,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,24264,3,"[4, 3, 2, 4, 5, 3, 2, 4, 3, 1, 2, 3, 4, 3, 6, 6, 7]",-0.55
2373,3,9,"[3, 4, 5, 12, 13, 14, 21, 22, 23]",2,6976,0,10,"[11, 12, 13, 11, 12, 13, 12, 11, 11, 11, 6, 11, 9, 3, 7, 10, 6]",13.5675
2374,1,6,"[0, 1, 2, 9, 10, 11]",1,4136,0,15,"[15, 15, 15, 15, 15, 15, 15, 15, 13, 15, 15, 12, 12, 11, 10, 15, 15]",23.0394
2374,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,28528,3,"[4, 3, 2, 2, 4, 3, 3, 3, 2, 1, 1, 2, 3, 3, 6, 6, 7]",-1.57
2374,3,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",2,15120,3112,10,"[10, 12, 13, 11, 12, 13, 12, 11, 11, 11, 7, 11, 9, 3, 7, 10, 6]",13.5643
2375,1,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",1,17136,2408,15,"[15, 15, 15, 15, 15, 15, 15, 15, 13, 15, 15, 12, 12, 11, 11, 15, 15]",23.2179
2375,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,25688,3,"[4, 3, 3, 1, 4, 4, 3, 2, 2, 1, 1, 3, 2, 3, 5, 5, 7]",-1.533
2375,3,6,"[0, 1, 2, 9, 10, 11]",2,3112,0,10,"[10, 12, 13, 11, 12, 13, 12, 11, 11, 11, 7, 11, 9, 4, 7, 10, 7]",13.5734
2376,1,9,"[6, 7, 8, 15, 16, 17, 24, 25, 26]",1,8152,0,15,"[15, 15, 15, 15, 15, 15, 15, 15, 14, 15, 15, 13, 12, 12, 11, 15, 15]",23.3973
2376,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,39384,3,"[4, 3, 3, 1, 4, 4, 3, 1, 3, 3, 3, 4, 2, 3, 4, 5, 7]",-1.1777
2376,3,3,"[3, 4, 5]",2,1952,0,10,"[10, 12, 13, 10, 12, 13, 12, 11, 11, 11, 7, 11, 9, 5, 7, 9, 8]",13.5735
2377,1,18,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35]",1,16960,0,15,"[15, 15, 15, 15, 15, 15, 15, 15, 14, 15, 15, 13, 12, 12, 11, 15, 14]",23.4254
2377,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,43568,4,"[4, 3, 4, 2, 4, 5, 2, 2, 4, 4, 4, 4, 3, 4, 4, 4, 7]",-0.066
2377,3,0,0,0,0,0,10,"[9, 12, 13, 10, 12, 12, 12, 11, 11, 11, 7, 11, 9, 6, 7, 9, 8]",13.4116
2378,1,6,"[6, 7, 8, 15, 16, 17]",1,5336,0,15,"[15, 15, 15, 15, 15, 15, 15, 15, 14, 15, 15, 13, 11, 12, 12, 14, 14]",23.5334
2378,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,37520,4,"[3, 2, 4, 3, 5, 5, 1, 4, 5, 4, 5, 5, 3, 4, 4, 4, 6]",0.3562
2378,3,12,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32]",2,10520,0,10,"[9, 12, 12, 10, 12, 12, 12, 10, 11, 11, 7, 11, 9, 6, 8, 9, 9]",13.2755
2379,1,6,"[0, 1, 2, 6, 7, 8]",1,4824,0,15,"[15, 15, 15, 15, 15, 15, 15, 15, 14, 15, 15, 14, 11, 12, 12, 14, 14]",23.6169
2379,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,29456,4,"[2, 1, 4, 4, 5, 4, 1, 5, 5, 4, 5, 5, 3, 4, 3, 2, 6]",-0.2312
2379,3,0,0,0,0,0,10,"[8, 11, 12, 9, 11, 12, 11, 10, 11, 11, 7, 11, 9, 7, 8, 9, 9]",12.986
2380,1,0,0,0,0,0,15,"[15, 15, 15, 15, 15, 15, 15, 15, 14, 15, 15, 14, 11, 13, 12, 14, 14]",23.6446
2380,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,21392,3,"[1, 1, 4, 4, 4, 3, 1, 5, 5, 4, 4, 4, 3, 3, 3, 1, 5]",-1.2232
2380,3,15,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26]",2,12896,0,10,"[7, 11, 12, 9, 11, 12, 11, 10, 11, 11, 7, 10, 8, 7, 8, 8, 9]",12.5195
2381,1,6,"[0, 1, 2, 6, 7, 8]",1,3752,0,15,"[15, 15, 15, 15, 15, 15, 15, 15, 14, 15, 15, 14, 11, 13, 13, 13, 13]",23.6687
2381,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,17248,2,"[2, 1, 3, 3, 3, 2, 1, 5, 4, 3, 4, 3, 1, 1, 2, 1, 4]",-2.8502
2381,3,0,0,0,0,0,9,"[7, 10, 11, 9, 11, 12, 11, 10, 11, 11, 7, 10, 8, 7, 8, 8, 9]",12.0474
2382,1,6,"[6, 7, 8, 15, 16, 17]",1,4856,0,15,"[15, 15, 15, 15, 15, 15, 15, 15, 14, 15, 15, 14, 11, 13, 13, 13, 13]",23.6362
2382,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,33904,1,"[2, 3, 3, 2, 1, 1, 1, 5, 3, 2, 3, 2, 1, 1, 1, 1, 2]",-4.9256
2382,3,15,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41]",4,8416,0,9,"[7, 10, 11, 8, 11, 11, 11, 9, 11, 11, 6, 10, 8, 7, 8, 8, 10]",11.6541
2383,1,0,0,0,0,0,15,"[15, 15, 15, 15, 15, 15, 15, 15, 14, 15, 15, 14, 11, 13, 13, 13, 13]",23.5926
2383,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,29952,2,"[4, 4, 4, 2, 1, 2, 3, 4, 3, 3, 4, 2, 1, 1, 1, 1, 1]",-4.2072
2383,3,15,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26]",4,8680,0,9,"[7, 9, 10, 8, 11, 11, 10, 9, 11, 10, 6, 10, 8, 8, 7, 8, 10]",11.0624
2384,1,12,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29]",1,11528,0,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 11, 14, 13, 12, 12]",23.5382
2384,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,28568,3,"[5, 5, 5, 3, 1, 4, 4, 4, 4, 3, 4, 3, 3, 2, 1, 2, 2]",-0.8229
2384,3,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",4,7200,0,9,"[7, 8, 10, 7, 10, 10, 10, 9, 10, 10, 6, 10, 8, 8, 7, 7, 10]",10.4109
2385,1,0,0,0,0,0,15,"[14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 11, 14, 14, 12, 12]",23.5178
2385,2,50,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",8,16800,11768,5,"[6, 6, 6, 5, 4, 5, 5, 5, 6, 4, 5, 5, 4, 4, 3, 3, 4]",1.9924
2385,3,0,0,0,0,0,8,"[7, 8, 9, 7, 10, 10, 9, 8, 10, 10, 6, 9, 7, 8, 7, 7, 10]",9.7626
2386,1,0,0,0,0,0,15,"[14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 11, 14, 14, 11, 12]",23.521
2386,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,16128,4392,6,"[6, 6, 6, 6, 5, 6, 6, 5, 7, 5, 6, 5, 5, 5, 5, 4, 5]",3.9563
2386,3,18,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32]",4,10904,0,8,"[6, 7, 9, 6, 10, 9, 8, 8, 10, 9, 5, 9, 7, 8, 7, 6, 10]",9.0323
2387,1,0,0,0,0,0,15,"[14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 11, 14, 14, 11, 11]",23.4253
2387,2,24,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44]",8,15904,0,6,"[6, 6, 7, 7, 6, 6, 6, 6, 7, 5, 7, 6, 6, 6, 6, 5, 6]",5.0319
2387,3,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",4,8024,0,8,"[5, 7, 9, 6, 9, 9, 7, 7, 9, 9, 5, 9, 6, 8, 7, 6, 10]",8.0941
2388,1,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",1,9848,0,15,"[14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 11, 14, 15, 10, 11]",23.3677
2388,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,10480,0,6,"[6, 6, 7, 7, 7, 6, 6, 6, 7, 5, 7, 6, 6, 6, 7, 5, 6]",5.5354
2388,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11336,0,7,"[6, 7, 10, 7, 9, 8, 6, 6, 9, 9, 5, 9, 6, 8, 7, 4, 10]",7.6172
2389,1,0,0,0,0,0,15,"[14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 11, 15, 15, 10, 10]",23.3118
2389,2,27,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",8,17408,0,6,"[6, 6, 7, 8, 7, 6, 6, 7, 7, 5, 7, 6, 6, 6, 7, 6, 6]",5.6114
2389,3,0,0,0,0,0,7,"[8, 7, 10, 8, 8, 8, 3, 5, 9, 8, 5, 8, 4, 8, 7, 4, 10]",7.1532
2390,1,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",1,10488,0,15,"[14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 11, 15, 15, 10, 10]",23.1655
2390,2,18,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32]",8,11320,0,6,"[5, 5, 6, 8, 7, 6, 5, 7, 7, 5, 6, 6, 6, 6, 7, 6, 7]",5.097
2390,3,0,0,0,0,0,7,"[9, 7, 11, 9, 7, 8, 1, 4, 9, 8, 5, 8, 2, 8, 7, 6, 10]",6.5164
2391,1,0,0,0,0,0,15,"[14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 12, 15, 15, 9, 10]",23.0576
2391,2,12,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",8,6400,0,6,"[5, 3, 6, 7, 7, 5, 4, 6, 7, 4, 6, 5, 5, 5, 7, 7, 7]",4.1433
2391,3,0,0,0,0,0,7,"[9, 7, 11, 9, 7, 8, 3, 4, 8, 8, 5, 8, 2, 8, 7, 6, 10]",7.0061
2392,1,0,0,0,0,0,15,"[14, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 12, 15, 15, 9, 10]",22.9934
2392,2,0,0,0,0,0,5,"[4, 1, 4, 7, 7, 5, 2, 5, 6, 3, 5, 5, 5, 5, 7, 7, 7]",2.4722
2392,3,18,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",4,10416,0,7,"[10, 8, 11, 10, 6, 9, 5, 4, 8, 8, 6, 7, 3, 8, 7, 7, 10]",7.7517
2393,1,9,"[3, 4, 5, 9, 10, 11, 15, 16, 17]",1,7256,0,15,"[14, 14, 15, 15, 15, 14, 15, 15, 15, 15, 15, 15, 12, 15, 15, 10, 10]",23.0887
2393,2,0,0,0,0,0,4,"[4, 1, 1, 6, 6, 5, 1, 4, 5, 3, 5, 5, 5, 4, 7, 7, 7]",1.2637
2393,3,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",4,17472,848,8,"[11, 9, 12, 10, 6, 9, 7, 5, 8, 7, 6, 7, 3, 8, 7, 7, 10]",8.53
2394,1,9,"[0, 1, 2, 6, 7, 8, 12, 13, 14]",1,7088,0,15,"[14, 14, 15, 15, 15, 14, 15, 15, 15, 15, 15, 15, 12, 15, 15, 11, 11]",23.1899
2394,2,0,0,0,0,0,4,"[4, 3, 1, 4, 6, 5, 1, 3, 4, 3, 4, 5, 6, 4, 6, 7, 7]",0.7611
2394,3,18,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35]",4,10512,0,8,"[11, 10, 12, 11, 7, 10, 8, 6, 9, 7, 7, 7, 4, 8, 7, 8, 10]",9.5182
2395,1,0,0,1,0,0,15,"[14, 14, 15, 15, 15, 14, 15, 15, 15, 15, 15, 15, 13, 15, 15, 11, 11]",23.2465
2395,2,0,0,0,0,0,4,"[5, 5, 1, 3, 5, 5, 1, 3, 4, 4, 4, 6, 6, 4, 5, 7, 7]",1.1438
2395,3,0,0,4,0,0,9,"[11, 10, 13, 11, 8, 10, 9, 7, 9, 7, 7, 7, 5, 8, 7, 8, 10]",10.5271
2396,1,6,"[3, 4, 5, 9, 10, 11]",1,5656,0,15,"[13, 14, 15, 15, 15, 14, 15, 15, 15, 14, 15, 15, 13, 15, 15, 12, 12]",23.2762
2396,2,12,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20]",8,4024,0,5,"[5, 6, 3, 3, 5, 5, 3, 3, 4, 4, 4, 6, 6, 4, 4, 7, 7]",2.0039
2396,3,0,0,0,0,0,9,"[12, 11, 13, 12, 9, 11, 10, 8, 9, 7, 8, 7, 6, 8, 7, 8, 10]",11.4736
2397,1,0,0,0,0,0,15,"[13, 14, 15, 15, 15, 13, 15, 15, 15, 14, 15, 15, 13, 15, 15, 12, 12]",23.2853
2397,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,11920,5,"[6, 6, 5, 4, 5, 5, 4, 4, 4, 4, 4, 6, 7, 4, 3, 6, 7]",2.4951
2397,3,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",2,10056,0,10,"[12, 11, 13, 12, 9, 11, 10, 8, 10, 8, 8, 8, 7, 8, 7, 9, 10]",12.4519
2398,1,12,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32]",1,9152,0,15,"[13, 14, 15, 14, 15, 13, 14, 15, 15, 14, 15, 15, 13, 15, 15, 13, 12]",23.1457
2398,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,6880,5,"[6, 7, 5, 5, 5, 5, 4, 5, 5, 4, 4, 5, 7, 5, 2, 5, 6]",2.5442
2398,3,9,"[0, 1, 2, 9, 10, 11, 18, 19, 20]",2,6376,0,10,"[12, 12, 14, 12, 10, 12, 11, 9, 10, 8, 9, 8, 8, 8, 7, 9, 10]",13.3991
2399,1,9,"[6, 7, 8, 15, 16, 17, 24, 25, 26]",1,6800,0,15,"[13, 14, 14, 14, 14, 13, 14, 15, 15, 14, 15, 15, 13, 15, 15, 13, 13]",23.0325
2399,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,8928,5,"[6, 7, 6, 6, 5, 5, 5, 6, 5, 3, 3, 5, 6, 5, 1, 3, 5]",1.8686
2399,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",2,16360,0,10,"[13, 12, 14, 12, 11, 12, 11, 10, 11, 9, 9, 9, 9, 8, 8, 9, 11]",14.2389
2400,1,12,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29]",1,9264,0,14,"[13, 14, 14, 14, 14, 12, 14, 15, 15, 14, 15, 15, 13, 15, 15, 13, 13]",22.9256
2400,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,3216,4,"[6, 7, 6, 6, 4, 4, 4, 6, 5, 2, 1, 4, 6, 4, 1, 1, 3]",0.0697
2400,3,9,"[6, 7, 8, 15, 16, 17, 24, 25, 26]",2,8824,0,11,"[13, 12, 14, 13, 11, 12, 12, 10, 11, 10, 9, 9, 9, 9, 8, 10, 11]",15.0192
2401,1,6,"[0, 1, 2, 6, 7, 8]",1,4960,0,14,"[13, 14, 14, 13, 14, 12, 14, 15, 15, 14, 15, 15, 13, 15, 15, 14, 14]",22.7971
2401,2,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",8,3216,0,3,"[5, 7, 6, 6, 3, 3, 4, 5, 4, 1, 1, 3, 5, 4, 1, 1, 1]",-1.6277
2401,3,0,0,0,0,0,11,"[13, 13, 14, 13, 11, 13, 12, 10, 11, 10, 10, 10, 10, 9, 8, 10, 11]",15.6058
2402,1,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",1,9368,0,14,"[13, 14, 13, 13, 13, 11, 13, 15, 15, 14, 15, 15, 14, 15, 15, 14, 14]",22.5344
2402,2,18,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32]",8,5864,0,3,"[5, 6, 6, 5, 2, 2, 4, 5, 3, 1, 1, 2, 3, 4, 2, 2, 1]",-1.3814
2402,3,0,0,0,0,0,11,"[13, 13, 14, 13, 12, 13, 12, 11, 12, 11, 10, 10, 10, 9, 9, 10, 11]",16.2405
2403,1,6,"[0, 1, 2, 6, 7, 8]",1,3536,0,14,"[13, 14, 13, 13, 13, 11, 13, 15, 14, 13, 15, 15, 14, 15, 15, 14, 14]",22.2992
2403,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,5840,3,"[5, 6, 5, 5, 2, 3, 5, 4, 2, 1, 3, 3, 2, 3, 3, 4, 4]",-0.6073
2403,3,0,0,0,0,0,12,"[13, 13, 15, 13, 12, 13, 13, 11, 12, 11, 10, 11, 11, 10, 9, 11, 11]",16.8781
2404,1,0,0,0,0,0,14,"[13, 14, 13, 12, 12, 10, 13, 15, 14, 13, 15, 15, 14, 15, 15, 14, 14]",21.9737
2404,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,8952,3,"[5, 6, 5, 4, 2, 4, 5, 4, 1, 1, 4, 4, 3, 2, 3, 4, 5]",-0.5619
2404,3,9,"[0, 1, 2, 6, 7, 8, 12, 13, 14]",2,8648,0,12,"[13, 13, 15, 13, 12, 13, 13, 11, 12, 11, 11, 11, 11, 10, 9, 11, 11]",17.3134
